ID	module	cofactor_id	cofactor_type	ec	name	species	superkingdom
4irn.FAD_A_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_B_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_C_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_D_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_E_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_F_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_G_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4irn.FAD_H_400	8	FAD	Nuc	1.3.99.-	prolyl-acpdehydrogenase	oscillatoriasp.	Bacteria
4kto.FAD_A_401	8	FAD	Nuc	1.3.99.10	isovaleryl-coadehydrogenase	sinorhizobiummeliloti	Bacteria
4kto.FAD_B_401	8	FAD	Nuc	1.3.99.10	isovaleryl-coadehydrogenase	sinorhizobiummeliloti	Bacteria
4kto.FAD_C_401	8	FAD	Nuc	1.3.99.10	isovaleryl-coadehydrogenase	sinorhizobiummeliloti	Bacteria
4kto.FAD_D_401	8	FAD	Nuc	1.3.99.10	isovaleryl-coadehydrogenase	sinorhizobiummeliloti	Bacteria
4l1f.FAD_A_401	8	FAD	Nuc	-.-.-.-	acyl-coadehydrogenasedomainprotein	acidaminococcusfermentans	Bacteria
4l1f.FAD_B_401	8	FAD	Nuc	-.-.-.-	acyl-coadehydrogenasedomainprotein	acidaminococcusfermentans	Bacteria
4p13.FAD_A_401	8	FAD	Nuc	1.3.8.7	"medium-chainspecificacyl-coadehydrogenase,mitochondrial"	homosapiens	Eukaryota
4p13.FAD_B_401	8	FAD	Nuc	1.3.8.7	"medium-chainspecificacyl-coadehydrogenase,mitochondrial"	homosapiens	Eukaryota
4p13.FAD_C_401	8	FAD	Nuc	1.3.8.7	"medium-chainspecificacyl-coadehydrogenase,mitochondrial"	homosapiens	Eukaryota
4p13.FAD_D_401	8	FAD	Nuc	1.3.8.7	"medium-chainspecificacyl-coadehydrogenase,mitochondrial"	homosapiens	Eukaryota
4y9j.FAD_A_701	8	FAD	Nuc	1.3.8.9	"proteinacdh-11,isoformb"	caenorhabditiselegans	Eukaryota
4y9j.FAD_B_701	8	FAD	Nuc	1.3.8.9	"proteinacdh-11,isoformb"	caenorhabditiselegans	Eukaryota
4y9l.FAD_A_701	8	FAD	Nuc	1.3.8.9	"proteinacdh-11,isoformb"	caenorhabditiselegans	Eukaryota
4y9l.FAD_B_701	8	FAD	Nuc	1.3.8.9	"proteinacdh-11,isoformb"	caenorhabditiselegans	Eukaryota
5af7.FAD_A_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5af7.FAD_B_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ahs.FAD_A_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ahs.FAD_B_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ahs.FAD_C_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ahs.FAD_D_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ahs.FAD_E_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ahs.FAD_F_410	8	FAD	Nuc	3.13.1.4	acyl-coadehydrogenase	advenellamimigardefordensisdpn7	Bacteria
5ez3.FAD_A_600	8	FAD	Nuc	1.3.8.-	acyl-coadehydrogenase	brucellamelitensisbiotype1	Bacteria
5ez3.FAD_B_600	8	FAD	Nuc	1.3.8.-	acyl-coadehydrogenase	brucellamelitensisbiotype1	Bacteria
5ez3.FAD_C_600	8	FAD	Nuc	1.3.8.-	acyl-coadehydrogenase	brucellamelitensisbiotype1	Bacteria
5ez3.FAD_D_600	8	FAD	Nuc	1.3.8.-	acyl-coadehydrogenase	brucellamelitensisbiotype1	Bacteria
5idu.FAD_A_501	8	FAD	Nuc	-.-.-.-	acyl-coadehydrogenasedomainprotein	burkholderiaphymatum	Bacteria
5idu.FAD_B_501	8	FAD	Nuc	-.-.-.-	acyl-coadehydrogenasedomainprotein	burkholderiaphymatum	Bacteria
5idu.FAD_C_501	8	FAD	Nuc	-.-.-.-	acyl-coadehydrogenasedomainprotein	burkholderiaphymatum	Bacteria
5idu.FAD_D_501	8	FAD	Nuc	-.-.-.-	acyl-coadehydrogenasedomainprotein	burkholderiaphymatum	Bacteria
5jsc.FAD_A_500	8	FAD	Nuc	1.3.8.-	putativeacyl-coadehydrogenase	burkholderiaxenovorans(strainlb400)	Bacteria
5jsc.FAD_B_500	8	FAD	Nuc	1.3.8.-	putativeacyl-coadehydrogenase	burkholderiaxenovorans(strainlb400)	Bacteria
5jsc.FAD_C_501	8	FAD	Nuc	1.3.8.-	putativeacyl-coadehydrogenase	burkholderiaxenovorans(strainlb400)	Bacteria
5jsc.FAD_D_501	8	FAD	Nuc	1.3.8.-	putativeacyl-coadehydrogenase	burkholderiaxenovorans(strainlb400)	Bacteria
5k3i.FAD_B_702	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5k3i.FAD_C_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5k3i.FAD_D_803	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5k3i.FAD_E_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5k3i.FAD_F_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5k3i.FAD_G_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5k3i.FAD_H_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
5lnx.FAD_A_404	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_B_401	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_C_404	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_D_402	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_E_401	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_F_402	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_G_403	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5lnx.FAD_H_402	8	FAD	Nuc	1.3.99.-	acyl-coadehydrogenase	bacillussubtilis(strain168)	Bacteria
5ol2.FAD_C_401	8	FAD	Nuc	-.-.-.-	electrontransferflavoproteinlargesubunit	clostridioidesdifficile	Bacteria
5ol2.FAD_F_401	8	FAD	Nuc	-.-.-.-	electrontransferflavoproteinlargesubunit	clostridioidesdifficile	Bacteria
5ys9.FAD_A_801	8	FAD	Nuc	1.3.3.6	acyl-coenzymeaoxidase3	yarrowialipolytica(strainclib122/e150)	Eukaryota
5ys9.FAD_B_801	8	FAD	Nuc	1.3.3.6	acyl-coenzymeaoxidase3	yarrowialipolytica(strainclib122/e150)	Eukaryota
6fah.FAD_C_401	8	FAD	Nuc	1.3.1.108	caffeyl-coareductase-etfcomplexsubunitcare	acetobacteriumwoodii(strainatcc29683/dsm1030/jcm2381/kctc1655/wb1)	Bacteria
6fah.FAD_D_401	8	FAD	Nuc	1.3.1.108	caffeyl-coareductase-etfcomplexsubunitcare	acetobacteriumwoodii(strainatcc29683/dsm1030/jcm2381/kctc1655/wb1)	Bacteria
1w07.FAD_A_1660	8	FAD	Nuc	1.3.3.6	acyl-coaoxidase	arabidopsisthaliana	Eukaryota
2fon.FAD_A_1000	8	FAD	Nuc	1.3.3.6	peroxisomalacyl-coaoxidase1a	solanumlycopersicum	Eukaryota
2fon.FAD_B_2000	8	FAD	Nuc	1.3.3.6	peroxisomalacyl-coaoxidase1a	solanumlycopersicum	Eukaryota
3mkh.FAD_D_500	8	FAD	Nuc	1.7.3.1	nitroalkaneoxidase	podosporaanserina	Eukaryota
5k3i.FAD_A_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
1is2.FAD_A_699	8	FAD	Nuc	1.3.3.6	acyl-coaoxidase	rattusnorvegicus	Eukaryota
3d9f.FAD_B_500	8	FAD	Nuc	1.7.3.1	nitroalkaneoxidase	fusariumoxysporum	Eukaryota
3d9f.FAD_C_500	8	FAD	Nuc	1.7.3.1	nitroalkaneoxidase	fusariumoxysporum	Eukaryota
5y9d.FAD_A_701	8	FAD	Nuc	1.3.3.6	acyl-coenzymeaoxidase1	yarrowialipolytica(strainclib122/e150)	Eukaryota
1is2.FAD_B_1699	8	FAD	Nuc	1.3.3.6	acyl-coaoxidase	rattusnorvegicus	Eukaryota
2zaf.FAD_A_500	8	FAD	Nuc	1.7.3.1	nitroalkaneoxidase	fusariumoxysporum	empty
2zaf.FAD_C_500	8	FAD	Nuc	1.7.3.1	nitroalkaneoxidase	fusariumoxysporum	empty
5y9d.FAD_B_701	8	FAD	Nuc	1.3.3.6	acyl-coenzymeaoxidase1	yarrowialipolytica(strainclib122/e150)	Eukaryota
5k3j.FAD_A_701	8	FAD	Nuc	-.-.-.-	acyl-coenzymeaoxidase	caenorhabditiselegans	Eukaryota
2ddh.FAD_A_699	8	FAD	Nuc	1.3.3.6	acyl-coaoxidase	rattusnorvegicus	Eukaryota
5lvw.FAD_A_401	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
1u8v.FAD_A_492	8	FAD	Nuc	5.3.3.3	gamma-aminobutyratemetabolismdehydratase/isomerase	clostridiumaminobutyricum	Bacteria
1u8v.FAD_B_492	8	FAD	Nuc	5.3.3.3	gamma-aminobutyratemetabolismdehydratase/isomerase	clostridiumaminobutyricum	Bacteria
1u8v.FAD_C_492	8	FAD	Nuc	5.3.3.3	gamma-aminobutyratemetabolismdehydratase/isomerase	clostridiumaminobutyricum	Bacteria
1u8v.FAD_D_492	8	FAD	Nuc	5.3.3.3	gamma-aminobutyratemetabolismdehydratase/isomerase	clostridiumaminobutyricum	Bacteria
2yyj.FAD_A_500	8	FAD	Nuc	1.14.13.3	4-hydroxyphenylacetate-3-hydroxylase	thermusthermophilus	Bacteria
5mr6.FAD_A_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_B_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_C_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_D_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_E_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_F_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_G_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_H_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_I_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_J_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_K_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_L_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_M_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_N_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_O_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_P_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_Q_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_R_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_S_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_T_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_U_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_V_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_W_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
5mr6.FAD_X_601	8	FAD	Nuc	-.-.-.-	xiafprotein	streptomycessp.	Bacteria
2yyi.FAD_A_500	8	FAD	Nuc	1.14.13.3	4-hydroxyphenylacetate-3-hydroxylase	thermusthermophilus	Bacteria
2yyl.FAD_A_600	8	FAD	Nuc	1.14.13.3	4-hydroxyphenylacetate-3-hydroxylase	thermusthermophilus	Bacteria
2yym.FAD_A_500	8	FAD	Nuc	1.14.13.3	4-hydroxyphenylacetate-3-hydroxylase	thermusthermophilus	Bacteria
1h0h.2MD_A_1001	2267	2MD	Nuc	1.2.1.2	formatedehydrogenasesubunitalpha	desulfovibriogigas	Bacteria
1g8k.MGD_C_5101	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8k.MGD_E_5201	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
2nap.MGD_A_811	2267	MGD	Nuc	-.-.-.-	protein(periplasmicnitratereductase)	desulfovibriodesulfuricans	Bacteria
2nya.MGD_A_3001	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	escherichiacolik12	Bacteria
2nya.MGD_F_6001	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	escherichiacolik12	Bacteria
3ml1.MGD_A_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	ralstoniaeutropha	Bacteria
1h0h.2MD_K_1001	2267	2MD	Nuc	1.2.1.2	formatedehydrogenasesubunitalpha	desulfovibriogigas	Bacteria
2iv2.2MD_X_801	2267	2MD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
5t5i.MGD_B_503	2267	MGD	Nuc	-.-.-.-	tungstenformylmethanofurandehydrogenasesubunitfwda	methanothermobacterwolfeii	Archaea
1fdi.MGD_A_801	2267	MGD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
1fdo.MGD_A_801	2267	MGD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
1kqg.MGD_A_1017	2267	MGD	Nuc	1.2.1.2	"formatedehydrogenase,nitrate-inducible,majorsubunit"	escherichiacoli	Bacteria
1ogy.MGD_A_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_C_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_E_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_G_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_I_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_K_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_M_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_O_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
2jim.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jio.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jip.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jiq.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jir.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2v3v.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2v45.MGD_A_811	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
3o5a.MGD_A_1803	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	ralstoniaeutropha	Bacteria
5t5i.MGD_J_504	2267	MGD	Nuc	-.-.-.-	tungstenformylmethanofurandehydrogenasesubunitfwda	methanothermobacterwolfeii	Archaea
5t5m.MGD_B_504	2267	MGD	Nuc	1.2.99.5	tungstenformylmethanofurandehydrogenasesubunitfwda	methanothermobacterwolfeii	Archaea
1g8j.MGD_A_2001	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8j.MGD_C_3001	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8k.MGD_A_5001	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8k.MGD_G_5301	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
2vpx.MGD_A_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpx.MGD_E_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpz.MGD_E_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
4aay.MGD_A_2001	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
4aay.MGD_C_2001	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
4aay.MGD_E_2001	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
4aay.MGD_G_2001	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
5nqd.MGD_A_2001	2267	MGD	Nuc	1.20.98.1	"arseniteoxidaselargesubunitaioa[3fe-4s]cluster,mo-molybdopterincofactor-bindingactivesite"	rhizobiumsp.nt-26	Bacteria
5nqd.MGD_C_2001	2267	MGD	Nuc	1.20.98.1	"arseniteoxidaselargesubunitaioa[3fe-4s]cluster,mo-molybdopterincofactor-bindingactivesite"	rhizobiumsp.nt-26	Bacteria
5nqd.MGD_E_2001	2267	MGD	Nuc	1.20.98.1	"arseniteoxidaselargesubunitaioa[3fe-4s]cluster,mo-molybdopterincofactor-bindingactivesite"	rhizobiumsp.nt-26	Bacteria
5nqd.MGD_G_2001	2267	MGD	Nuc	1.20.98.1	"arseniteoxidaselargesubunitaioa[3fe-4s]cluster,mo-molybdopterincofactor-bindingactivesite"	rhizobiumsp.nt-26	Bacteria
2vpy.MGD_A_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpw.MGD_A_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpw.MGD_E_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpy.MGD_E_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpz.MGD_A_1765	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
1tmo.2MD_A_799	2267	2MD	Nuc	1.6.6.9	trimethylaminen-oxidereductase	shewanellamassilia	Bacteria
1eu1.MGD_A_1001	2267	MGD	Nuc	1.8.99.-	dimethylsulfoxidereductase	rhodobactersphaeroides	Bacteria
1r27.MGD_A_5801	2267	MGD	Nuc	1.7.99.4	respiratorynitratereductase1alphachain	escherichiacoli	Bacteria
1r27.MGD_C_7801	2267	MGD	Nuc	1.7.99.4	respiratorynitratereductase1alphachain	escherichiacoli	Bacteria
1tmo.2MD_A_800	2267	2MD	Nuc	1.6.6.9	trimethylaminen-oxidereductase	shewanellamassilia	Bacteria
1eu1.MGD_A_1002	2267	MGD	Nuc	1.8.99.-	dimethylsulfoxidereductase	rhodobactersphaeroides	Bacteria
1aa6.MGD_A_802	2267	MGD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
1fdi.MGD_A_802	2267	MGD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
1fdo.MGD_A_802	2267	MGD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
1g8j.MGD_C_3002	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1h0h.MGD_A_1002	2267	MGD	Nuc	1.2.1.2	formatedehydrogenasesubunitalpha	desulfovibriogigas	Bacteria
1h0h.MGD_K_1002	2267	MGD	Nuc	1.2.1.2	formatedehydrogenasesubunitalpha	desulfovibriogigas	Bacteria
1kqg.MGD_A_1018	2267	MGD	Nuc	1.2.1.2	"formatedehydrogenase,nitrate-inducible,majorsubunit"	escherichiacoli	Bacteria
1ogy.MGD_A_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_C_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_E_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_G_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_I_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_K_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_M_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
1ogy.MGD_O_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	rhodobactersphaeroides	Bacteria
2iv2.MGD_X_802	2267	MGD	Nuc	1.2.1.2	formatedehydrogenaseh	escherichiacoli	Bacteria
2jim.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jio.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jip.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jiq.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2jir.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2nap.MGD_A_812	2267	MGD	Nuc	-.-.-.-	protein(periplasmicnitratereductase)	desulfovibriodesulfuricans	Bacteria
2nya.MGD_A_4001	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	escherichiacolik12	Bacteria
2nya.MGD_F_7001	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	escherichiacolik12	Bacteria
2v3v.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
2v45.MGD_A_812	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	desulfovibriodesulfuricans	Bacteria
3ml1.MGD_A_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	ralstoniaeutropha	Bacteria
3o5a.MGD_A_1804	2267	MGD	Nuc	1.7.99.4	periplasmicnitratereductase	ralstoniaeutropha	Bacteria
5t5i.MGD_B_504	2267	MGD	Nuc	-.-.-.-	tungstenformylmethanofurandehydrogenasesubunitfwda	methanothermobacterwolfeii	Archaea
5t5i.MGD_J_503	2267	MGD	Nuc	-.-.-.-	tungstenformylmethanofurandehydrogenasesubunitfwda	methanothermobacterwolfeii	Archaea
5t5m.MGD_B_505	2267	MGD	Nuc	1.2.99.5	tungstenformylmethanofurandehydrogenasesubunitfwda	methanothermobacterwolfeii	Archaea
2e7z.MGD_A_802	2267	MGD	Nuc	4.2.1.71	acetylenehydrataseahy	pelobacteracetylenicus	Bacteria
1g8k.MGD_A_5002	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8k.MGD_C_5102	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8k.MGD_E_5202	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8k.MGD_G_5302	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
1g8j.MGD_A_2002	2267	MGD	Nuc	-.-.-.-	arseniteoxidase	alcaligenesfaecalis	Bacteria
2vpw.MGD_A_1766	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpy.MGD_E_1766	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
2vpz.MGD_E_1766	2267	MGD	Nuc	-.-.-.-	thiosulfatereductase	thermusthermophilus	Bacteria
4aay.MGD_A_2002	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
4aay.MGD_C_2002	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
4aay.MGD_E_2002	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
4aay.MGD_G_2002	2267	MGD	Nuc	-.-.-.-	aroa	arsenite-oxidisingbacteriumnt-26	Bacteria
5nqd.MGD_A_2002	2267	MGD	Nuc	1.20.98.1	"arseniteoxidaselargesubunitaioa[3fe-4s]cluster,mo-molybdopterincofactor-bindingactivesite"	rhizobiumsp.nt-26	Bacteria
5nqd.MGD_C_2002	2267	MGD	Nuc	1.20.98.1	"arseniteoxidaselargesubunitaioa[3fe-4s]cluster,mo-molybdopterincofactor-bindingactivesite"	rhizobiumsp.nt-26	Bacteria
